scenario,scenario_name,tier,tier_label,year,from_node_id,to_node_id,flow_methanol_10kt,edge_spare_capacity_10kt,flow_to_spare_pct,edge_distance_km,segment_count,avg_unit_cost,segment_ids,edge_desc
S5,全并存,high,高档,2025,N077,N018,217.7032,997.3030978452247,21.82919119276477,233.1471451641557,1,2366.0,S006,西部成品油管道:武威->兰州
S5,全并存,high,高档,2025,N136,N052,217.7032,991.541850008519,21.95602737273566,190.68247460045217,1,2153.0,S004,西部成品油管道:酒泉->张掖
S5,全并存,high,高档,2030,N018,N033,425.7117,496.7898411927255,85.69251315162234,482.78375552822115,1,4471.281700268045,S012,兰郑长成品油管道:兰州->咸阳
S5,全并存,high,高档,2030,N018,N057,72.5202,651.116647298594,11.137819974481951,597.290904615042,1,4186.0,S034,兰成渝成品油管道:兰州->成都
S5,全并存,high,高档,2030,N033,N133,420.5783,1178.1742083164372,35.69746282266603,452.4888286733156,1,3462.0,S013,兰郑长成品油管道:咸阳->郑州
S5,全并存,high,高档,2030,N034,N068,359.2432,993.443090799389,36.16142719468002,539.1852382576222,1,3896.0,S002,西部成品油管道:哈密->柳园
S5,全并存,high,高档,2030,N052,N077,359.2432,993.5497082407396,36.15754672567972,220.44441556684987,1,2302.0,S005,西部成品油管道:张掖->武威
S5,全并存,high,高档,2030,N068,N136,359.2432,993.4995697821863,36.159371470967024,1.0,1,1205.0,S003,西部成品油管道:柳园->酒泉
S5,全并存,high,高档,2030,N077,N018,359.2432,997.8508598146202,36.00169268448993,233.1471451641557,1,2366.0,S006,西部成品油管道:武威->兰州
S5,全并存,high,高档,2030,N078,N144,107.3518,380.57836281469605,28.20754159696401,294.48902906980624,1,2672.0,S015,兰郑长成品油管道:武汉->长沙
S5,全并存,high,高档,2030,N084,N055,15.343,184.55885049482794,8.313337430777924,106.86955196721219,1,1734.0,S017,大港-济南-枣庄成品油管道:沧州->德州
S5,全并存,high,高档,2030,N133,N078,211.393,678.1742083164372,31.170899365928655,465.89075796209175,1,3529.0,S014,兰郑长成品油管道:郑州->武汉
S5,全并存,high,高档,2030,N136,N052,359.2432,993.4995697821863,36.159371470967024,190.68247460045217,1,2153.0,S004,西部成品油管道:酒泉->张掖
S5,全并存,high,高档,2035,N018,N033,335.2238,539.4297794503814,62.14410341630667,482.78375552822115,1,3907.1280535570563,S012,兰郑长成品油管道:兰州->咸阳
S5,全并存,high,高档,2035,N018,N057,66.9466,667.3856553305831,10.031171552052411,597.290904615042,1,4186.0,S034,兰成渝成品油管道:兰州->成都
S5,全并存,high,高档,2035,N033,N133,366.1522,1212.9433799680733,30.187080950937524,452.4888286733156,1,3462.0,S013,兰郑长成品油管道:咸阳->郑州
S5,全并存,high,高档,2035,N034,N068,177.6867,994.4230251384394,17.868321178028154,539.1852382576222,1,3896.0,S002,西部成品油管道:哈密->柳园
S5,全并存,high,高档,2035,N052,N077,177.6867,994.5268041103661,17.86645661691804,220.44441556684987,1,2302.0,S005,西部成品油管道:张掖->武威
S5,全并存,high,高档,2035,N068,N136,177.6867,994.4779080953326,17.867335066327747,1.0,1,1205.0,S003,西部成品油管道:柳园->酒泉
S5,全并存,high,高档,2035,N077,N018,177.6867,998.1179063314556,17.80217536153426,233.1471451641557,1,2366.0,S006,西部成品油管道:武威->兰州
S5,全并存,high,高档,2035,N078,N144,90.2074,416.6257040236907,21.65190460617152,294.48902906980624,1,2672.0,S015,兰郑长成品油管道:武汉->长沙
S5,全并存,high,高档,2035,N084,N055,123.9836,190.1268471093715,65.21099039141892,106.86955196721219,1,2083.887404463171,S017,大港-济南-枣庄成品油管道:沧州->德州
S5,全并存,high,高档,2035,N133,N078,180.4028,712.9433799680733,25.303944895046047,465.89075796209175,1,3529.0,S014,兰郑长成品油管道:郑州->武汉
S5,全并存,high,高档,2035,N136,N052,177.6867,994.4779080953326,17.867335066327747,190.68247460045217,1,2153.0,S004,西部成品油管道:酒泉->张掖
S5,全并存,high,高档,2040,N018,N033,204.9506,546.8891524390867,37.47571131845181,482.78375552822115,1,3614.0,S012,兰郑长成品油管道:兰州->咸阳
S5,全并存,high,高档,2040,N018,N057,61.6893,672.2677915772992,9.176298607919668,597.290904615042,1,4186.0,S034,兰成渝成品油管道:兰州->成都
S5,全并存,high,高档,2040,N033,N133,265.6086,1220.9459283356648,21.754329478133812,452.4888286733156,1,3462.0,S013,兰郑长成品油管道:咸阳->郑州
S5,全并存,high,高档,2040,N055,N089,77.5342,220.92758661033338,35.094847678191,104.77585623653098,1,1724.0,S018,大港-济南-枣庄成品油管道:德州->济南
S5,全并存,high,高档,2040,N065,N067,75.3572,455.2629951521817,16.552454471905893,94.47876262249402,1,1672.0,S114,鲁皖一期管道:曲阜->枣庄
S5,全并存,high,高档,2040,N067,N053,75.3572,520.0134834621572,14.491393472777894,67.88353726217804,1,1539.0,S115,鲁皖一期管道:枣庄->徐州
S5,全并存,high,高档,2040,N078,N144,69.865,399.82552581588743,17.47387184883528,294.48902906980624,1,2672.0,S015,兰郑长成品油管道:武汉->长沙
S5,全并存,high,高档,2040,N084,N055,195.2467,195.24676984937275,99.99996422508151,106.86955196721219,1,3683.997106225099,S017,大港-济南-枣庄成品油管道:沧州->德州
S5,全并存,high,高档,2040,N086,N065,75.3572,455.2629951521817,16.552454471905893,98.00774338545631,1,1690.0,S113,鲁皖一期管道:泰安->曲阜
S5,全并存,high,高档,2040,N089,N086,75.3572,435.66941949894976,17.296876169703634,50.398245413639174,1,1452.0,S112,鲁皖一期管道:济南->泰安
S5,全并存,high,高档,2040,N132,N133,40.6438,800.0,5.080475,224.7582135830768,1,2324.0,S032,抚顺-锦州-郑州成品油管道:邯郸->郑州
S5,全并存,high,高档,2040,N133,N078,149.1335,720.9459283356648,20.6858093150316,465.89075796209175,1,3529.0,S014,兰郑长成品油管道:郑州->武汉
S5,全并存,high,高档,2040,N140,N036,31.8329,944.2994237852738,3.371059983537441,414.53635969453006,1,3273.0,S029,抚顺-锦州-郑州成品油管道:锦州->固安
S5,全并存,high,高档,2045,N018,N033,56.947,611.3539884700067,9.314897927224997,482.78375552822115,1,3614.0,S012,兰郑长成品油管道:兰州->咸阳
S5,全并存,high,高档,2045,N018,N057,57.7231,675.4208298851844,8.54624220129729,597.290904615042,1,4186.0,S034,兰成渝成品油管道:兰州->成都
S5,全并存,high,高档,2045,N033,N133,139.007,1272.416619713651,10.92464510808438,452.4888286733156,1,3462.0,S013,兰郑长成品油管道:咸阳->郑州
S5,全并存,high,高档,2045,N055,N089,115.4022,225.11672712290286,51.26327193669441,104.77585623653098,1,1760.9637667219515,S018,大港-济南-枣庄成品油管道:德州->济南
S5,全并存,high,高档,2045,N065,N067,113.7902,473.7331914983547,24.019891796075513,94.47876262249402,1,1672.0,S114,鲁皖一期管道:曲阜->枣庄
S5,全并存,high,高档,2045,N067,N053,113.7902,533.0043471983331,21.348831505432017,67.88353726217804,1,1539.0,S115,鲁皖一期管道:枣庄->徐州
S5,全并存,high,高档,2045,N078,N144,53.5197,416.6531646570812,12.845144244625722,294.48902906980624,1,2672.0,S015,兰郑长成品油管道:武汉->长沙
S5,全并存,high,高档,2045,N084,N055,202.5655,202.56554806584865,99.99997627145923,106.86955196721219,1,3684.0008639180905,S017,大港-济南-枣庄成品油管道:沧州->德州
S5,全并存,high,高档,2045,N086,N065,113.7902,473.7331914983547,24.019891796075513,98.00774338545631,1,1690.0,S113,鲁皖一期管道:泰安->曲阜
S5,全并存,high,高档,2045,N089,N086,113.7902,455.4314468786014,24.985143379950138,50.398245413639174,1,1452.0,S112,鲁皖一期管道:济南->泰安
S5,全并存,high,高档,2045,N132,N133,120.0064,800.0,15.0008,224.7582135830768,1,2324.0,S032,抚顺-锦州-郑州成品油管道:邯郸->郑州
S5,全并存,high,高档,2045,N133,N078,125.0557,772.4166197136509,16.19018762780641,465.89075796209175,1,3529.0,S014,兰郑长成品油管道:郑州->武汉
S5,全并存,high,高档,2045,N140,N036,61.6805,1018.6653925666984,6.055030479104197,414.53635969453006,1,3273.0,S029,抚顺-锦州-郑州成品油管道:锦州->固安
S5,全并存,high,高档,2050,N018,N057,55.9571,679.0523626601046,8.240469082648486,597.290904615042,1,4186.0,S034,兰成渝成品油管道:兰州->成都
S5,全并存,high,高档,2050,N033,N133,88.966,1324.2433525391466,6.7182515833976995,452.4888286733156,1,3462.0,S013,兰郑长成品油管道:咸阳->郑州
S5,全并存,high,高档,2050,N055,N089,145.3793,236.7892894109654,61.39606244929576,104.77585623653098,1,2002.4237508366048,S018,大港-济南-枣庄成品油管道:德州->济南
S5,全并存,high,高档,2050,N065,N067,144.0387,503.4193919846887,28.612068246346155,94.47876262249402,1,1672.0,S114,鲁皖一期管道:曲阜->枣庄
S5,全并存,high,高档,2050,N067,N053,144.0387,551.7510752633809,26.10573979058264,67.88353726217804,1,1539.0,S115,鲁皖一期管道:枣庄->徐州
S5,全并存,high,高档,2050,N078,N144,44.9178,431.2253864532579,10.416316249244941,294.48902906980624,1,2672.0,S015,兰郑长成品油管道:武汉->长沙
S5,全并存,high,高档,2050,N084,N055,217.8665,217.86652215350006,99.99998983161808,106.86955196721219,1,3683.9991967558117,S017,大港-济南-枣庄成品油管道:沧州->德州
S5,全并存,high,高档,2050,N086,N065,144.0387,503.4193919846887,28.612068246346155,98.00774338545631,1,1690.0,S113,鲁皖一期管道:泰安->曲阜
S5,全并存,high,高档,2050,N089,N086,144.0387,488.6906307927394,29.474414061580166,50.398245413639174,1,1452.0,S112,鲁皖一期管道:济南->泰安
S5,全并存,high,高档,2050,N132,N133,146.2957,800.0,18.2869625,224.7582135830768,1,2324.0,S032,抚顺-锦州-郑州成品油管道:邯郸->郑州
S5,全并存,high,高档,2050,N133,N078,113.6879,824.2433525391467,13.793001745149105,465.89075796209175,1,3529.0,S014,兰郑长成品油管道:郑州->武汉
S5,全并存,high,高档,2050,N140,N036,77.4578,1091.8228977611855,7.094355701719525,414.53635969453006,1,3273.0,S029,抚顺-锦州-郑州成品油管道:锦州->固安
S5,全并存,high,高档,2055,N018,N057,54.7705,687.1686941372941,7.97045914158846,597.290904615042,1,4186.0,S034,兰成渝成品油管道:兰州->成都
S5,全并存,high,高档,2055,N033,N133,60.0431,1409.0684057891872,4.261191277393749,452.4888286733156,1,3462.0,S013,兰郑长成品油管道:咸阳->郑州
S5,全并存,high,高档,2055,N055,N089,172.3774,249.81140209152736,69.00301529745362,104.77585623653098,1,2137.0909852451655,S018,大港-济南-枣庄成品油管道:德州->济南
S5,全并存,high,高档,2055,N065,N067,171.2255,555.6486045010747,30.81542878232295,94.47876262249402,1,1672.0,S114,鲁皖一期管道:曲阜->枣庄
S5,全并存,high,高档,2055,N067,N053,171.2255,587.5589068210993,29.141843994228644,67.88353726217804,1,1539.0,S115,鲁皖一期管道:枣庄->徐州
S5,全并存,high,高档,2055,N078,N144,38.7176,462.4711199539185,8.371895742129345,294.48902906980624,1,2672.0,S015,兰郑长成品油管道:武汉->长沙
S5,全并存,high,高档,2055,N084,N055,234.6624,234.66241741988162,99.99999257662057,106.86955196721219,1,3683.999446012655,S017,大港-济南-枣庄成品油管道:沧州->德州
S5,全并存,high,高档,2055,N086,N065,171.2255,555.6486045010747,30.81542878232295,98.00774338545631,1,1690.0,S113,鲁皖一期管道:泰安->曲阜
S5,全并存,high,高档,2055,N089,N086,171.2255,544.9010977779958,31.423225370296628,50.398245413639174,1,1452.0,S112,鲁皖一期管道:济南->泰安
S5,全并存,high,高档,2055,N132,N133,158.3962,800.0,19.799525,224.7582135830768,1,2324.0,S032,抚顺-锦州-郑州成品油管道:邯郸->郑州
S5,全并存,high,高档,2055,N133,N078,105.8441,909.0684057891873,11.643139209982094,465.89075796209175,1,3529.0,S014,兰郑长成品油管道:郑州->武汉
S5,全并存,high,高档,2055,N140,N036,88.8486,1161.8540670875645,7.647139388401677,414.53635969453006,1,3273.0,S029,抚顺-锦州-郑州成品油管道:锦州->固安
S5,全并存,high,高档,2060,N018,N057,54.154,695.8883450140861,7.781995543969604,597.290904615042,1,4186.0,S034,兰成渝成品油管道:兰州->成都
S5,全并存,high,高档,2060,N033,N133,69.0269,1495.28831171093,4.61629369128275,452.4888286733156,1,3462.0,S013,兰郑长成品油管道:咸阳->郑州
S5,全并存,high,高档,2060,N053,N046,15.6837,639.9646516167563,2.4507134824365586,68.2755770992949,1,1541.0,S116,鲁皖一期管道:徐州->宿州
S5,全并存,high,高档,2060,N055,N089,213.568,276.37402868051674,77.27498890530002,104.77585623653098,1,2253.440271950854,S018,大港-济南-枣庄成品油管道:德州->济南
S5,全并存,high,高档,2060,N065,N067,212.5234,626.2609051227721,33.93528132788952,94.47876262249402,1,1672.0,S114,鲁皖一期管道:曲阜->枣庄
S5,全并存,high,高档,2060,N067,N007,1.061,649.5345123877524,0.16334774823583434,99.71124775590306,1,1699.0,S118,鲁皖一期管道:枣庄->临沂
S5,全并存,high,高档,2060,N067,N053,211.4624,633.6292689510332,33.373205810090475,67.88353726217804,1,1539.0,S115,鲁皖一期管道:枣庄->徐州
S5,全并存,high,高档,2060,N078,N144,34.8809,500.0,6.97618,294.48902906980624,1,2672.0,S015,兰郑长成品油管道:武汉->长沙
S5,全并存,high,高档,2060,N084,N055,270.0537,270.05372385270437,99.99999116742254,106.86955196721219,1,3684.0016107907427,S017,大港-济南-枣庄成品油管道:沧州->德州
S5,全并存,high,高档,2060,N086,N065,212.5234,626.2609051227721,33.93528132788952,98.00774338545631,1,1690.0,S113,鲁皖一期管道:泰安->曲阜
S5,全并存,high,高档,2060,N089,N086,212.5234,623.6266925275847,34.07862468789363,50.398245413639174,1,1452.0,S112,鲁皖一期管道:济南->泰安
S5,全并存,high,高档,2060,N132,N133,139.4091,800.0,17.4261375,224.7582135830768,1,2324.0,S032,抚顺-锦州-郑州成品油管道:邯郸->郑州
S5,全并存,high,高档,2060,N133,N078,101.4682,995.2883117109299,10.194854978812439,465.89075796209175,1,3529.0,S014,兰郑长成品油管道:郑州->武汉
S5,全并存,high,高档,2060,N140,N036,95.9226,1242.5970991866527,7.719525505313553,414.53635969453006,1,3273.0,S029,抚顺-锦州-郑州成品油管道:锦州->固安
S6,化工主导,low,低档,2025,N006,N024,0.6655,418.20303747542874,0.1591332296430537,270.92089606559665,1,2555.0,S053,西南成品油管网（南线）:东海岛->南宁
S6,化工主导,low,低档,2025,N018,N033,110.5548,436.9476525974279,25.30161206790078,482.78375552822115,1,3614.0,S012,兰郑长成品油管道:兰州->咸阳
S6,化工主导,low,低档,2025,N018,N057,10.8824,637.2002561058623,1.7078461434566712,597.290904615042,1,4186.0,S034,兰成渝成品油管道:兰州->成都
S6,化工主导,low,低档,2025,N033,N133,123.0772,1138.2823286391263,10.812537180221799,452.4888286733156,1,3462.0,S013,兰郑长成品油管道:咸阳->郑州
S6,化工主导,low,低档,2025,N034,N068,36.5234,991.4819700022991,3.683718020602564,539.1852382576222,1,3896.0,S002,西部成品油管道:哈密->柳园
S6,化工主导,low,低档,2025,N052,N077,36.5234,991.5947786368739,3.6832989429621654,220.44441556684987,1,2302.0,S005,西部成品油管道:张掖->武威
S6,化工主导,low,低档,2025,N055,N089,61.9221,211.93997054134474,29.216810704387818,104.77585623653098,1,1724.0,S018,大港-济南-枣庄成品油管道:德州->济南
S6,化工主导,low,低档,2025,N065,N067,61.819,410.2824767677972,15.0674239092563,94.47876262249402,1,1672.0,S114,鲁皖一期管道:曲阜->枣庄
S6,化工主导,low,低档,2025,N067,N053,61.819,491.37406438060924,12.580843084977344,67.88353726217804,1,1539.0,S115,鲁皖一期管道:枣庄->徐州
S6,化工主导,low,低档,2025,N068,N136,36.5234,991.541850008519,3.6834955579218573,1.0,1,1205.0,S003,西部成品油管道:柳园->酒泉
S6,化工主导,low,低档,2025,N077,N018,36.5234,997.3030978452247,3.662216639947529,233.1471451641557,1,2366.0,S006,西部成品油管道:武威->兰州
S6,化工主导,low,低档,2025,N078,N144,29.5405,367.5755948888899,8.036578165351118,294.48902906980624,1,2672.0,S015,兰郑长成品油管道:武汉->长沙
S6,化工主导,low,低档,2025,N084,N055,75.4798,182.36150170582619,41.39020533059611,106.86955196721219,1,1734.0,S017,大港-济南-枣庄成品油管道:沧州->德州
S6,化工主导,low,低档,2025,N086,N065,61.819,410.2824767677972,15.0674239092563,98.00774338545631,1,1690.0,S113,鲁皖一期管道:泰安->曲阜
S6,化工主导,low,低档,2025,N089,N086,61.819,387.8579383308359,15.938567679197401,50.398245413639174,1,1452.0,S112,鲁皖一期管道:济南->泰安
S6,化工主导,low,低档,2025,N133,N078,59.0532,638.2823286391264,9.251893300243259,465.89075796209175,1,3529.0,S014,兰郑长成品油管道:郑州->武汉
S6,化工主导,low,低档,2025,N136,N052,36.5234,991.541850008519,3.6834955579218573,190.68247460045217,1,2153.0,S004,西部成品油管道:酒泉->张掖
S6,化工主导,low,低档,2025,N140,N036,21.5612,793.0093561149909,2.718908652683475,414.53635969453006,1,3273.0,S029,抚顺-锦州-郑州成品油管道:锦州->固安
S6,化工主导,low,低档,2030,N006,N024,2.9995,428.6009848107069,0.6998350695168699,270.92089606559665,1,2555.0,S053,西南成品油管网（南线）:东海岛->南宁
S6,化工主导,low,低档,2030,N018,N057,6.5288,651.116647298594,1.002708197845535,597.290904615042,1,4186.0,S034,兰成渝成品油管道:兰州->成都
S6,化工主导,low,低档,2030,N033,N133,5.976,1178.1742083164372,0.507225498386988,452.4888286733156,1,3462.0,S013,兰郑长成品油管道:咸阳->郑州
S6,化工主导,low,低档,2030,N053,N046,40.79,590.040307309705,6.913087037389435,68.2755770992949,1,1541.0,S116,鲁皖一期管道:徐州->宿州
S6,化工主导,low,低档,2030,N055,N089,84.0197,214.17833010793208,39.22885193738296,104.77585623653098,1,1724.0,S018,大港-济南-枣庄成品油管道:德州->济南
S6,化工主导,low,低档,2030,N065,N067,84.0197,417.28772187724223,20.134716550494847,94.47876262249402,1,1672.0,S114,鲁皖一期管道:曲阜->枣庄
S6,化工主导,low,低档,2030,N067,N007,0.0896,593.264279905094,0.01510288130179244,99.71124775590306,1,1699.0,S118,鲁皖一期管道:枣庄->临沂
S6,化工主导,low,低档,2030,N067,N053,100.8206,494.64530972647526,20.382402909218104,67.88353726217804,1,1539.0,S115,鲁皖一期管道:枣庄->徐州
S6,化工主导,low,低档,2030,N078,N144,16.3788,380.57836281469605,4.303660323425914,294.48902906980624,1,2672.0,S015,兰郑长成品油管道:武汉->长沙
S6,化工主导,low,低档,2030,N084,N055,84.0197,184.55885049482794,45.52461167520902,106.86955196721219,1,1734.0,S017,大港-济南-枣庄成品油管道:沧州->德州
S6,化工主导,low,低档,2030,N086,N065,84.0197,417.28772187724223,20.134716550494847,98.00774338545631,1,1690.0,S113,鲁皖一期管道:泰安->曲阜
S6,化工主导,low,低档,2030,N089,N086,84.0197,395.5889364524727,21.239143023933984,50.398245413639174,1,1452.0,S112,鲁皖一期管道:济南->泰安
S6,化工主导,low,低档,2030,N132,N133,74.9255,800.0,9.3656875,224.7582135830768,1,2324.0,S032,抚顺-锦州-郑州成品油管道:邯郸->郑州
S6,化工主导,low,低档,2030,N133,N078,34.7605,678.1742083164372,5.125600409707809,465.89075796209175,1,3529.0,S014,兰郑长成品油管道:郑州->武汉
S6,化工主导,low,低档,2030,N140,N036,42.0662,799.0875062711441,5.2642795275698155,414.53635969453006,1,3273.0,S029,抚顺-锦州-郑州成品油管道:锦州->固安
S6,化工主导,low,低档,2035,N006,N024,0.7883,442.6232435170162,0.1780972896353769,270.92089606559665,1,2555.0,S053,西南成品油管网（南线）:东海岛->南宁
S6,化工主导,low,低档,2035,N018,N057,0.2211,667.3856553305831,0.0331292706449437,597.290904615042,1,4186.0,S034,兰成渝成品油管道:兰州->成都
S6,化工主导,low,低档,2035,N053,N046,34.6786,590.7167893391488,5.870596642224426,68.2755770992949,1,1541.0,S116,鲁皖一期管道:徐州->宿州
S6,化工主导,low,低档,2035,N055,N089,26.6383,217.16003490666327,12.266667764834956,104.77585623653098,1,1724.0,S018,大港-济南-枣庄成品油管道:德州->济南
S6,化工主导,low,低档,2035,N065,N067,26.6383,441.2936038329033,6.036411987083015,94.47876262249402,1,1672.0,S114,鲁皖一期管道:曲阜->枣庄
S6,化工主导,low,低档,2035,N067,N007,0.0727,600.490534575954,0.012106768685594398,99.71124775590306,1,1699.0,S118,鲁皖一期管道:枣庄->临沂
S6,化工主导,low,低档,2035,N067,N053,83.4387,510.7553069775432,16.336335395858864,67.88353726217804,1,1539.0,S115,鲁皖一期管道:枣庄->徐州
S6,化工主导,low,低档,2035,N084,N055,26.6383,190.1268471093715,14.01080405266289,106.86955196721219,1,1734.0,S017,大港-济南-枣庄成品油管道:沧州->德州
S6,化工主导,low,低档,2035,N086,N065,26.6383,441.2936038329033,6.036411987083015,98.00774338545631,1,1690.0,S113,鲁皖一期管道:泰安->曲阜
S6,化工主导,low,低档,2035,N089,N086,26.6383,420.5323573809044,6.334423387989596,50.398245413639174,1,1452.0,S112,鲁皖一期管道:济南->泰安
S6,化工主导,low,低档,2035,N127,N109,0.7341,600.0,0.12235,510.4977785150275,1,3752.0,S051,西南成品油管网（北线）:贵阳->简阳
S6,化工主导,low,低档,2035,N132,N133,26.5079,800.0,3.3134875,224.7582135830768,1,2324.0,S032,抚顺-锦州-郑州成品油管道:邯郸->郑州
S6,化工主导,low,低档,2035,N133,N078,4.5359,712.9433799680733,0.6362216309804468,465.89075796209175,1,3529.0,S014,兰郑长成品油管道:郑州->武汉
S6,化工主导,low,低档,2035,N140,N036,41.9249,880.5126987403823,4.761419120925306,414.53635969453006,1,3273.0,S029,抚顺-锦州-郑州成品油管道:锦州->固安
S6,化工主导,low,低档,2040,N053,N046,29.4921,594.0855871798838,4.964284715271178,68.2755770992949,1,1541.0,S116,鲁皖一期管道:徐州->宿州
S6,化工主导,low,低档,2040,N067,N007,0.0533,604.3680408754009,0.008819129469982772,99.71124775590306,1,1699.0,S118,鲁皖一期管道:枣庄->临沂
S6,化工主导,low,低档,2040,N067,N053,65.2171,520.0134834621572,12.541424804179337,67.88353726217804,1,1539.0,S115,鲁皖一期管道:枣庄->徐州
S6,化工主导,low,低档,2040,N140,N036,41.7582,944.2994237852738,4.422135495181186,414.53635969453006,1,3273.0,S029,抚顺-锦州-郑州成品油管道:锦州->固安
S6,化工主导,low,低档,2045,N053,N046,25.7177,599.3703686137759,4.290786022585653,68.2755770992949,1,1541.0,S116,鲁皖一期管道:徐州->宿州
S6,化工主导,low,低档,2045,N067,N007,0.0377,608.9254696146957,0.006191233883492358,99.71124775590306,1,1699.0,S118,鲁皖一期管道:枣庄->临沂
S6,化工主导,low,低档,2045,N067,N053,51.0334,533.0043471983331,9.574668624796463,67.88353726217804,1,1539.0,S115,鲁皖一期管道:枣庄->徐州
S6,化工主导,low,低档,2045,N140,N036,41.6246,1018.6653925666984,4.086189665786116,414.53635969453006,1,3273.0,S029,抚顺-锦州-郑州成品油管道:锦州->固安
S6,化工主导,low,低档,2050,N053,N046,24.2206,607.2788165492509,3.9883821631765555,68.2755770992949,1,1541.0,S116,鲁皖一期管道:徐州->宿州
S6,化工主导,low,低档,2050,N067,N007,0.0297,617.2955305548358,0.0048113097422405006,99.71124775590306,1,1699.0,S118,鲁皖一期管道:枣庄->临沂
S6,化工主导,low,低档,2050,N067,N053,44.1382,551.7510752633809,7.999658175370193,67.88353726217804,1,1539.0,S115,鲁皖一期管道:枣庄->徐州
S6,化工主导,low,低档,2050,N140,N036,41.5544,1091.8228977611855,3.805965242642237,414.53635969453006,1,3273.0,S029,抚顺-锦州-郑州成品油管道:锦州->固安
S6,化工主导,low,低档,2055,N053,N046,23.2728,618.6191010252712,3.76205648377632,68.2755770992949,1,1541.0,S116,鲁皖一期管道:徐州->宿州
S6,化工主导,low,低档,2055,N067,N007,0.0239,630.8494065855263,0.003788542836135616,99.71124775590306,1,1699.0,S118,鲁皖一期管道:枣庄->临沂
S6,化工主导,low,低档,2055,N067,N053,39.321,587.5589068210993,6.692265157333835,67.88353726217804,1,1539.0,S115,鲁皖一期管道:枣庄->徐州
S6,化工主导,low,低档,2055,N140,N036,41.504,1161.8540670875645,3.572221432596836,414.53635969453006,1,3273.0,S029,抚顺-锦州-郑州成品油管道:锦州->固安
S6,化工主导,low,低档,2060,N053,N046,22.8657,639.9646516167563,3.5729629663503903,68.2755770992949,1,1541.0,S116,鲁皖一期管道:徐州->宿州
S6,化工主导,low,低档,2060,N067,N007,0.0204,649.5345123877524,0.0031407107106607166,99.71124775590306,1,1699.0,S118,鲁皖一期管道:枣庄->临沂
S6,化工主导,low,低档,2060,N067,N053,36.5489,633.6292689510332,5.768183666847704,67.88353726217804,1,1539.0,S115,鲁皖一期管道:枣庄->徐州
S6,化工主导,low,低档,2060,N140,N036,41.4729,1242.5970991866527,3.337598327498613,414.53635969453006,1,3273.0,S029,抚顺-锦州-郑州成品油管道:锦州->固安
S6,化工主导,mid,中档,2025,N018,N033,258.3901,436.9476525974279,59.13525303637734,482.78375552822115,1,3845.7211456630885,S012,兰郑长成品油管道:兰州->咸阳
S6,化工主导,mid,中档,2025,N018,N057,44.0373,637.2002561058623,6.911061252411644,597.290904615042,1,4186.0,S034,兰成渝成品油管道:兰州->成都
S6,化工主导,mid,中档,2025,N033,N133,244.7206,1138.2823286391263,21.499112640409322,452.4888286733156,1,3462.0,S013,兰郑长成品油管道:咸阳->郑州
S6,化工主导,mid,中档,2025,N034,N068,223.6904,991.4819700022991,22.561217124248998,539.1852382576222,1,3896.0,S002,西部成品油管道:哈密->柳园
S6,化工主导,mid,中档,2025,N052,N077,223.6904,991.5947786368739,22.55865045069145,220.44441556684987,1,2302.0,S005,西部成品油管道:张掖->武威
S6,化工主导,mid,中档,2025,N068,N136,223.6904,991.541850008519,22.55985463428277,1.0,1,1205.0,S003,西部成品油管道:柳园->酒泉
S6,化工主导,mid,中档,2025,N077,N018,223.6904,997.3030978452247,22.429530248457667,233.1471451641557,1,2366.0,S006,西部成品油管道:武威->兰州
S6,化工主导,mid,中档,2025,N078,N144,7.1127,367.5755948888899,1.9350305349162298,294.48902906980624,1,2672.0,S015,兰郑长成品油管道:武汉->长沙
S6,化工主导,mid,中档,2025,N084,N055,21.5517,182.36150170582619,11.818119393843233,106.86955196721219,1,1734.0,S017,大港-济南-枣庄成品油管道:沧州->德州
S6,化工主导,mid,中档,2025,N133,N078,85.3505,638.2823286391264,13.37190396324691,465.89075796209175,1,3529.0,S014,兰郑长成品油管道:郑州->武汉
S6,化工主导,mid,中档,2025,N136,N052,223.6904,991.541850008519,22.55985463428277,190.68247460045217,1,2153.0,S004,西部成品油管道:酒泉->张掖
S6,化工主导,mid,中档,2030,N018,N033,262.869,496.7898411927255,52.91352161487178,482.78375552822115,1,3696.593040640015,S012,兰郑长成品油管道:兰州->咸阳
S6,化工主导,mid,中档,2030,N018,N057,39.6837,651.116647298594,6.094714390216097,597.290904615042,1,4186.0,S034,兰成渝成品油管道:兰州->成都
S6,化工主导,mid,中档,2030,N033,N133,278.0023,1178.1742083164372,23.59602663491114,452.4888286733156,1,3462.0,S013,兰郑长成品油管道:咸阳->郑州
S6,化工主导,mid,中档,2030,N034,N068,156.4266,993.443090799389,15.745904465864168,539.1852382576222,1,3896.0,S002,西部成品油管道:哈密->柳园
S6,化工主导,mid,中档,2030,N052,N077,156.4266,993.5497082407396,15.744214778844004,220.44441556684987,1,2302.0,S005,西部成品油管道:张掖->武威
S6,化工主导,mid,中档,2030,N055,N089,41.8131,214.17833010793208,19.522563267221706,104.77585623653098,1,1724.0,S018,大港-济南-枣庄成品油管道:德州->济南
S6,化工主导,mid,中档,2030,N065,N067,40.6275,417.28772187724223,9.736088044294723,94.47876262249402,1,1672.0,S114,鲁皖一期管道:曲阜->枣庄
